department,term,day,period,room,building,course
海洋建築工学科,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
機械工学科,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
精密機械工学科,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
航空宇宙工学科,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
電気工学科,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
電子工学科,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
物質応用化学科,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
物理学科,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
数学科,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
まちづくり工学科,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
応用情報工学科,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
一般教育,前期,月,4,105,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
航空宇宙工学科,前期,月,4,1122/3,船橋校舎,航空宇宙工学実験ⅡA {未来}↓連続２時限
土木工学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
建築学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
海洋建築工学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
機械工学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
精密機械工学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
航空宇宙工学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
電気工学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
電子工学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
物質応用化学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
物理学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
数学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
まちづくり工学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
応用情報工学科,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
一般教育,前期,月,4,113,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
機械工学科,前期,月,4,1131,船橋校舎,数学演習Ⅰ {A}
機械工学科,前期,月,4,1132,船橋校舎,数学演習Ⅰ {B}
一般教育,前期,月,4,1133,船橋校舎,関数論Ⅰ
土木工学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
交通システム工学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
交通システム工学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
建築学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
海洋建築工学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
機械工学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
精密機械工学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
航空宇宙工学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
電気工学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
電子工学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
物質応用化学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
物理学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
数学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
まちづくり工学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
応用情報工学科,前期,月,4,1141,船橋校舎,歴史学 {I群}
一般教育,前期,月,4,1141,船橋校舎,歴史学 {I群}
海洋建築工学科,前期,月,4,1142,船橋校舎,数学演習Ⅱ {1}
海洋建築工学科,前期,月,4,1143,船橋校舎,数学演習Ⅱ {2}
物理学科,前期,月,4,1201,船橋校舎,コンピュータリテラシ
物理学科,前期,月,4,1204,船橋校舎,コンピュータリテラシ
応用情報工学科,前期,月,4,1223,船橋校舎,情報工学実験Ⅰ {年間隔週}↓連続２時限【年間隔週】
電子工学科,前期,月,4,1231,船橋校舎,英語ⅠA
電子工学科,前期,月,4,1232,船橋校舎,英語ⅠA
電子工学科,前期,月,4,1233,船橋校舎,英語ⅠA
航空宇宙工学科,前期,月,4,1234,船橋校舎,航空宇宙工学実験ⅡA {未来}↓連続２時限
土木工学科,前期,月,4,1325,船橋校舎,デザイン基礎・演習 {2}↓連続２時限
精密機械工学科,前期,月,4,1326,船橋校舎,コンピュータ工学
土木工学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
建築学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
海洋建築工学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
機械工学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
精密機械工学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
航空宇宙工学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
電気工学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
電子工学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
物質応用化学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
物理学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
数学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
まちづくり工学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
応用情報工学科,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
一般教育,前期,月,4,134,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
海洋建築工学科,前期,月,4,1421,船橋校舎,海洋建築物の構造計画
電子工学科,前期,月,4,1422,船橋校舎,電気計測
交通システム工学科,前期,月,4,1424,船橋校舎,舗装材料実験↓連続２時限
交通システム工学科,前期,月,4,1424,船橋校舎,舗装材料実験↓連続２時限
土木工学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
建築学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
海洋建築工学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
機械工学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
精密機械工学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
航空宇宙工学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
電気工学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
電子工学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
物質応用化学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
物理学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
数学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
まちづくり工学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
応用情報工学科,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
一般教育,前期,月,4,143,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
電子工学科,前期,月,4,1433,船橋校舎,光・電子機能マテリアル
海洋建築工学科,前期,月,4,1434,船橋校舎,総合演習（海洋環境影響評価）↓連続２時限
土木工学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
建築学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
海洋建築工学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
機械工学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
精密機械工学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
航空宇宙工学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
電気工学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
電子工学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
物質応用化学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
物理学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
数学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
まちづくり工学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
応用情報工学科,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
一般教育,前期,月,4,144,船橋校舎,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】
精密機械工学科,前期,月,4,1441,船橋校舎,機械設計製図ⅡA {未来}↓連続２時限
物質応用化学科,前期,月,4,1442,船橋校舎,力と運動の物理学Ⅰ演習 {前期隔週}↓連続２時限【前期隔週】
物質応用化学科,前期,月,4,1443,船橋校舎,力と運動の物理学Ⅰ演習 {前期隔週}↓連続２時限【前期隔週】
物質応用化学科,前期,月,4,1444,船橋校舎,力と運動の物理学Ⅰ演習 {前期隔週}↓連続２時限【前期隔週】
海洋建築工学専攻,前期,月,4,1452,船橋校舎,海洋空間利用計画特論
精密機械工学専攻,前期,月,4,1453,船橋校舎,精密計測特論Ⅰ ＊
航空宇宙工学専攻,前期,月,4,1455,船橋校舎,航空宇宙推進工学特論Ⅲ
航空宇宙工学科,前期,月,4,1456/7/8,船橋校舎,航空宇宙工学実験ⅡA {未来}↓連続２時限
交通システム工学科,前期,月,4,202,船橋校舎,舗装材料実験↓連続２時限
交通システム工学科,前期,月,4,202,船橋校舎,舗装材料実験↓連続２時限
応用情報工学科,前期,月,4,221,船橋校舎,情報工学実験Ⅲ↓連続２時限【年間】
応用情報工学科,前期,月,4,231,船橋校舎,情報工学実験Ⅰ {年間隔週}↓連続２時限【年間隔週】
航空宇宙工学科,前期,月,4,341,船橋校舎,航空宇宙工学実験ⅡA {未来}↓連続２時限
航空宇宙工学科,前期,月,4,342,船橋校舎,航空宇宙工学実験ⅡA {未来}↓連続２時限
電子工学科,前期,月,4,433,船橋校舎,電子工学実験Ⅳ↓連続２時限
海洋建築工学科,前期,月,4,521/2/3/4/5/7/8/9/10,船橋校舎,デザイン演習Ⅰ↓連続２時限
交通システム工学科,前期,月,4,633,船橋校舎,基礎力学Ⅱ
交通システム工学科,前期,月,4,633,船橋校舎,基礎力学Ⅱ
精密機械工学科,前期,月,4,742,船橋校舎,機械設計製図ⅡA {未来}↓連続２時限
土木工学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
建築学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
海洋建築工学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
機械工学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
精密機械工学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
航空宇宙工学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
電気工学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
電子工学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
物質応用化学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
物理学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
数学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
まちづくり工学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
応用情報工学科,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
一般教育,前期,月,4,819,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
土木工学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
建築学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
海洋建築工学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
機械工学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
精密機械工学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
航空宇宙工学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
電気工学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
電子工学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
物質応用化学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
物理学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
数学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
まちづくり工学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
応用情報工学科,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
一般教育,前期,月,4,826,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
土木工学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
交通システム工学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
建築学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
海洋建築工学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
機械工学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
精密機械工学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
航空宇宙工学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
電気工学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
電子工学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
物質応用化学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
物理学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
数学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
まちづくり工学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
応用情報工学科,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
一般教育,前期,月,4,829,船橋校舎,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】
土木工学科,前期,月,4,測量実習ｾﾝﾀｰ(演習室AB),船橋校舎,測量実習Ⅰ {1}↓連続２時限
交通システム工学科,前期,月,4,社会基盤工学系実験室,船橋校舎,舗装材料実験↓連続２時限
交通システム工学科,前期,月,4,社会基盤工学系実験室,船橋校舎,舗装材料実験↓連続２時限
土木工学科,前期,月,4,階段教室（小）,船橋校舎,デザイン基礎・演習 {2}↓連続２時限
まちづくり工学科,前期,月,4,134,駿河台校舎,都市環境学概論
機械工学科,前期,月,4,141,駿河台校舎,材料力学Ⅰ {A}
数学科,前期,月,4,142,駿河台校舎,数学総合研究
機械工学科,前期,月,4,144,駿河台校舎,機械力学Ⅰ {B}
機械工学科,前期,月,4,151,駿河台校舎,弾性学Ⅰ
電気工学科,前期,月,4,1511電気実験室,駿河台校舎,電気工学実験Ⅰ {A}↓連続２時限
電気工学科,前期,月,4,1511電気実験室,駿河台校舎,電気電子工学実験 {B}↓連続２時限
数学科,前期,月,4,152,駿河台校舎,現代幾何学Ⅰ
電気工学科,前期,月,4,805B,駿河台校舎,電気工学実験Ⅲ↓連続２時限
電気工学科,前期,月,4,811,駿河台校舎,電気工学実験Ⅲ↓連続２時限
電気工学科,前期,月,4,812,駿河台校舎,電気工学実験Ⅲ↓連続２時限
物質応用化学科,前期,月,4,841,駿河台校舎,生命有機化学Ⅱ {B}
物質応用化学科,前期,月,4,843,駿河台校舎,エネルギー環境工学 {A}
物質応用化学科,前期,月,4,851,駿河台校舎,分析化学Ⅱ {A}
物質応用化学科,前期,月,4,852,駿河台校舎,高分子科学 {B}
建築学科,前期,月,4,スタジオ（S701,駿河台校舎,建築学の実践↓連続２時限
一般教育,前期,月,5,S201,タワースコラ,数理統計学Ⅰ
一般教育,前期,月,5,S203,タワースコラ,物質の構造と状態
一般教育,前期,月,5,S303,タワースコラ,教）理科教育法Ⅲ
一般教育,前期,月,5,S304,タワースコラ,教）幾何学Ⅰ
建築学専攻,前期,月,5,S403,タワースコラ,空間構造デザイン特論Ⅰ
建築学科,前期,月,5,S404,タワースコラ,建築構造特別講義
土木工学科,前期,月,5,S405,タワースコラ,地盤力学Ⅰ {再履修}
物理学専攻,前期,月,5,S406,タワースコラ,原子核物理学 {カリ変}
建築学科,前期,月,5,S501,タワースコラ,建築情報処理Ⅰ {2}
一般教育,前期,月,5,S504,タワースコラ,熱とエントロピーの物理学
機械工学専攻,前期,月,5,S601,タワースコラ,塑性力学特論Ⅰ
電気工学専攻,前期,月,5,S602,タワースコラ,電気機器特論
量子理工学専攻,前期,月,5,S603,タワースコラ,量子力学Ⅰ
建築学科,前期,月,5,S706建築スライド室,タワースコラ,建築計画特別講義
一般教育,前期,月,5,1011,船橋校舎,技術者倫理 {III群}
一般教育,前期,月,5,1013,船橋校舎,日本語表現の基礎 {II群}
一般教育,前期,月,5,1021,船橋校舎,日本国憲法 {I群}
一般教育,前期,月,5,1032,船橋校舎,物理学Ⅱ {再履修}
海洋建築工学科,前期,月,5,1231,船橋校舎,英語ⅠA
海洋建築工学科,前期,月,5,1232,船橋校舎,英語ⅠA
海洋建築工学科,前期,月,5,1233,船橋校舎,英語ⅠA
精密機械工学科,前期,月,5,1326,船橋校舎,機構学
一般教育,前期,月,5,1421,船橋校舎,教養基礎ゼミナール {ﾒﾝﾄﾚ}
一般教育,前期,月,5,1431,船橋校舎,学）博物館情報・メディア論
精密機械工学科,前期,月,5,1442,船橋校舎,光工学
電子工学専攻,前期,月,5,1453,船橋校舎,電子材料特論Ⅰ
一般教育,前期,月,5,1454,船橋校舎,教）生物学概論
一般教育,前期,月,5,1456,船橋校舎,教）教育課程論
一般教育,前期,月,5,132,駿河台校舎,教）発達と学習
機械工学科,前期,月,5,151,駿河台校舎,動的システム
物質応用化学科,前期,月,5,843,駿河台校舎,基礎生命科学 {再履修}
物質応用化学科,前期,月,5,851,駿河台校舎,基礎有機化学 {再履修}
一般教育,前期,月,5,852,駿河台校舎,科学技術史 {III群}
まちづくり工学専攻,前期,月,6,S1201,タワースコラ,観光まちづくり特論 △
土木工学科,前期,月,6,S405,タワースコラ,地盤力学Ⅰ演習 {再履修}
物理学専攻,前期,月,6,S406,タワースコラ,素粒子物理学Ⅰ △
電気工学専攻,前期,月,6,S602,タワースコラ,電気機器特論 △
量子理工学専攻,前期,月,6,S603,タワースコラ,量子力学Ⅰ △
量子理工学専攻,前期,月,6,S604,タワースコラ,力学特論
交通システム工学専攻,前期,月,6,1444,船橋校舎,交通システム計画・工学演習Ａ
精密機械工学専攻,前期,月,6,1453,船橋校舎,ロボット制御工学特論Ⅰ △
情報科学専攻,前期,月,6,1456,船橋校舎,情報通信システム特論 △
一般教育,前期,月,6,0000,駿河台校舎,学）博物館実習A（見学）【年隔集中(資)】
物理学専攻,前期,月,6,841,駿河台校舎,科学史特論Ⅰ △
電気工学科,前期,木,1,S201,タワースコラ,微分方程式Ⅰ {B}
電気工学科,前期,木,1,S202,タワースコラ,微分方程式Ⅰ {A}
電気工学科,前期,木,1,S203,タワースコラ,電磁波工学
土木工学科,前期,木,1,S204,タワースコラ,交通計画
建築学科,前期,木,1,S301,タワースコラ,応用力学Ⅰ {1}
建築学科,前期,木,1,S302,タワースコラ,鋼構造 {1}
まちづくり工学科,前期,木,1,S304,タワースコラ,建設材料学
建築学科,前期,木,1,S401,タワースコラ,建築施工 {2}
物理学専攻,前期,木,1,S406,タワースコラ,多体問題特論Ⅰ ＊
物理学科,前期,木,1,S501,タワースコラ,ネットワーク基礎論
物理学科,前期,木,1,S502,タワースコラ,ネットワーク基礎論
数学科,前期,木,1,S504,タワースコラ,数値解析学及び演習Ａ↓連続２時限
機械工学専攻,前期,木,1,S602,タワースコラ,流体工学特論Ⅰ
応用情報工学科,前期,木,1,1011,船橋校舎,画像処理
土木工学科,前期,木,1,1012,船橋校舎,英語ⅡA
交通システム工学科,前期,木,1,1012,船橋校舎,英語ⅡA
交通システム工学科,前期,木,1,1012,船橋校舎,英語ⅡA
建築学科,前期,木,1,1012,船橋校舎,英語ⅡA
海洋建築工学科,前期,木,1,1012,船橋校舎,英語ⅡA
機械工学科,前期,木,1,1012,船橋校舎,英語ⅡA
精密機械工学科,前期,木,1,1012,船橋校舎,英語ⅡA
航空宇宙工学科,前期,木,1,1012,船橋校舎,英語ⅡA
電気工学科,前期,木,1,1012,船橋校舎,英語ⅡA
電子工学科,前期,木,1,1012,船橋校舎,英語ⅡA
物質応用化学科,前期,木,1,1012,船橋校舎,英語ⅡA
物理学科,前期,木,1,1012,船橋校舎,英語ⅡA
数学科,前期,木,1,1012,船橋校舎,英語ⅡA
まちづくり工学科,前期,木,1,1012,船橋校舎,英語ⅡA
応用情報工学科,前期,木,1,1012,船橋校舎,英語ⅡA
一般教育,前期,木,1,1012,船橋校舎,英語ⅡA
航空宇宙工学科,前期,木,1,1013,船橋校舎,電気の基礎 {未来}
土木工学科,前期,木,1,1021,船橋校舎,英語ⅡA
交通システム工学科,前期,木,1,1021,船橋校舎,英語ⅡA
交通システム工学科,前期,木,1,1021,船橋校舎,英語ⅡA
建築学科,前期,木,1,1021,船橋校舎,英語ⅡA
海洋建築工学科,前期,木,1,1021,船橋校舎,英語ⅡA
機械工学科,前期,木,1,1021,船橋校舎,英語ⅡA
精密機械工学科,前期,木,1,1021,船橋校舎,英語ⅡA
航空宇宙工学科,前期,木,1,1021,船橋校舎,英語ⅡA
電気工学科,前期,木,1,1021,船橋校舎,英語ⅡA
電子工学科,前期,木,1,1021,船橋校舎,英語ⅡA
物質応用化学科,前期,木,1,1021,船橋校舎,英語ⅡA
物理学科,前期,木,1,1021,船橋校舎,英語ⅡA
数学科,前期,木,1,1021,船橋校舎,英語ⅡA
まちづくり工学科,前期,木,1,1021,船橋校舎,英語ⅡA
応用情報工学科,前期,木,1,1021,船橋校舎,英語ⅡA
一般教育,前期,木,1,1021,船橋校舎,英語ⅡA
土木工学科,前期,木,1,1022,船橋校舎,英語ⅡA
交通システム工学科,前期,木,1,1022,船橋校舎,英語ⅡA
交通システム工学科,前期,木,1,1022,船橋校舎,英語ⅡA
建築学科,前期,木,1,1022,船橋校舎,英語ⅡA
海洋建築工学科,前期,木,1,1022,船橋校舎,英語ⅡA
機械工学科,前期,木,1,1022,船橋校舎,英語ⅡA
精密機械工学科,前期,木,1,1022,船橋校舎,英語ⅡA
航空宇宙工学科,前期,木,1,1022,船橋校舎,英語ⅡA
電気工学科,前期,木,1,1022,船橋校舎,英語ⅡA
電子工学科,前期,木,1,1022,船橋校舎,英語ⅡA
物質応用化学科,前期,木,1,1022,船橋校舎,英語ⅡA
物理学科,前期,木,1,1022,船橋校舎,英語ⅡA
数学科,前期,木,1,1022,船橋校舎,英語ⅡA
まちづくり工学科,前期,木,1,1022,船橋校舎,英語ⅡA
応用情報工学科,前期,木,1,1022,船橋校舎,英語ⅡA
一般教育,前期,木,1,1022,船橋校舎,英語ⅡA
数学科,前期,木,1,1023,船橋校舎,微分積分学Ａ {1}↓連続２時限
数学科,前期,木,1,1031,船橋校舎,代数学幾何学Ａ {2}↓連続２時限
土木工学科,前期,木,1,1032,船橋校舎,英語ⅡA
交通システム工学科,前期,木,1,1032,船橋校舎,英語ⅡA
交通システム工学科,前期,木,1,1032,船橋校舎,英語ⅡA
建築学科,前期,木,1,1032,船橋校舎,英語ⅡA
海洋建築工学科,前期,木,1,1032,船橋校舎,英語ⅡA
機械工学科,前期,木,1,1032,船橋校舎,英語ⅡA
精密機械工学科,前期,木,1,1032,船橋校舎,英語ⅡA
航空宇宙工学科,前期,木,1,1032,船橋校舎,英語ⅡA
電気工学科,前期,木,1,1032,船橋校舎,英語ⅡA
電子工学科,前期,木,1,1032,船橋校舎,英語ⅡA
物質応用化学科,前期,木,1,1032,船橋校舎,英語ⅡA
物理学科,前期,木,1,1032,船橋校舎,英語ⅡA
数学科,前期,木,1,1032,船橋校舎,英語ⅡA
まちづくり工学科,前期,木,1,1032,船橋校舎,英語ⅡA
